order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 000105,2014-01-03,Mita Corp,Wholesale,Product 13,6,1822.4,10934.400000000001,1476.1440000000002,OK,Oklahoma,South,36.12795,-95.90232,,8856.864000000001,2077.536,18.999999999999996,January,1,2014-01
SO - 0003563,2014-01-03,Browsebug Company,Wholesale,Product 1,12,1165.8,13989.599999999999,827.718,CA,California,West,33.83585,-118.34063,,9932.616,4056.9839999999986,28.999999999999993,January,1,2014-01
SO - 0004526,2014-01-03,SHISEIDO Ltd,Export,Product 5,5,3993.2000000000003,19966.0,2635.512,VA,Virginia,South,37.55376,-77.46026,,13177.560000000001,6788.439999999999,33.99999999999999,January,1,2014-01
SO - 0010280,2014-01-03,Roomm Company,Export,Product 18,8,1058.6000000000001,8468.800000000001,529.3000000000001,CA,California,West,33.89585,-118.22007,,4234.400000000001,4234.400000000001,50.0,January,1,2014-01
SO - 0010404,2014-01-03,State Ltd,Wholesale,Product 19,12,2472.3,29667.600000000002,1236.15,CA,California,West,32.64,-117.08417,,14833.800000000001,14833.800000000001,50.0,January,1,2014-01
SO - 0009276,2014-01-03,SHISEIDO Ltd,Distributor,Product 3,7,1688.4,11818.800000000001,1215.648,OH,Ohio,Midwest,40.8686,-81.36892,,8509.536,3309.264000000001,28.000000000000007,January,1,2014-01
SO - 000450,2014-01-04,Gigabox Group,Wholesale,Product 25,7,1078.7,7550.900000000001,906.1080000000001,IA,Iowa,Midwest,42.49276,-92.34296,,6342.756,1208.1440000000002,16.000000000000004,January,1,2014-01
SO - 0001724,2014-01-04,Twitterbri Ltd,Wholesale,Product 25,11,1038.5,11423.5,633.485,IL,Illinois,Midwest,42.37285,-87.94653,,6968.335,4455.165,39.0,January,1,2014-01
SO - 0002078,2014-01-04,Wordtune Company,Wholesale,Product 29,5,3999.9,19999.5,3279.9179999999997,CA,California,West,38.1302,-121.27245,,16399.589999999997,3599.9100000000035,18.000000000000018,January,1,2014-01
SO - 0002795,2014-01-04,Buzzbean Group,Wholesale,Product 26,12,3872.6,46471.2,2517.19,CA,California,West,33.85363,-118.13396,,30206.28,16264.919999999998,35.0,January,1,2014-01
SO - 0004247,2014-01-04,Realpoint Corp,Export,Product 24,6,3879.3,23275.800000000003,2056.029,CA,California,West,36.67774,-121.6555,,12336.173999999999,10939.626000000004,47.00000000000001,January,1,2014-01
SO - 0004592,2014-01-04,Viva Ltd,Wholesale,Product 12,12,5406.900000000001,64882.8,3676.6920000000005,CA,California,West,33.88168,-118.11701,,44120.304000000004,20762.496,31.999999999999996,January,1,2014-01
SO - 0005716,2014-01-04,Skidoo Company,Wholesale,Product 20,12,234.5,2814.0,189.94500000000002,NJ,New Jersey,Northeast,39.48623,-75.02573,,2279.34,534.6599999999999,18.999999999999993,January,1,2014-01
SO - 0006790,2014-01-04,Aibox Company,Wholesale,Product 12,10,2532.6,25326.0,1696.842,LA,Louisiana,South,32.51599,-93.73212,,16968.420000000002,8357.579999999998,32.99999999999999,January,1,2014-01
SO - 0006962,2014-01-04,Rhynoodle Ltd,Distributor,Product 4,9,2720.2000000000003,24481.800000000003,1251.2920000000001,MA,Massachusetts,Northeast,42.3876,-71.0995,,11261.628,13220.172000000002,54.0,January,1,2014-01
SO - 0007587,2014-01-04,Quimm Company,Export,Product 13,10,2391.9,23919.0,1363.383,CA,California,West,34.06862,-117.93895,,13633.83,10285.17,43.0,January,1,2014-01
SO - 0008464,2014-01-04,Fivechat Company,Distributor,Product 15,5,3852.5,19262.5,1695.1,IL,Illinois,Midwest,41.68178,-88.20282,,8475.5,10787.0,56.00000000000001,January,1,2014-01
SO - 0008999,2014-01-04,Rhynoodle Ltd,Distributor,Product 15,8,5601.2,44809.6,2632.564,NY,New York,Northeast,41.02928,-73.84285,,21060.512,23749.088,53.0,January,1,2014-01
SO - 0001629,2014-01-04,Epic Group,Distributor,Product 13,8,2787.2000000000003,22297.600000000002,1254.2400000000002,NY,New York,Northeast,43.2134,-77.57972,,10033.920000000002,12263.68,54.99999999999999,January,1,2014-01
SO - 0004196,2014-01-04,Voonyx Group,Distributor,Product 1,6,1011.7,6070.200000000001,829.5939999999999,IL,Illinois,Midwest,40.47578,-88.96991,,4977.563999999999,1092.6360000000013,18.000000000000018,January,1,2014-01
SO - 0004344,2014-01-04,State Ltd,Distributor,Product 6,8,5447.1,43576.8,2723.55,TX,Texas,South,32.02464,-102.11347,,21788.4,21788.4,50.0,January,1,2014-01
SO - 0004511,2014-01-04,Liberty Group,Distributor,Product 28,10,1239.5,12395.0,942.02,NY,New York,Northeast,41.02928,-73.84285,,9420.2,2974.7999999999993,23.999999999999993,January,1,2014-01
SO - 0006153,2014-01-04,Realbuzz Ltd,Wholesale,Product 18,11,1078.7,11865.7,852.1730000000001,CA,California,West,33.70918,-117.95367,,9373.903000000002,2491.7969999999987,20.99999999999999,January,1,2014-01
SO - 0006716,2014-01-04,Rooxo Company,Distributor,Product 26,8,207.70000000000002,1661.6000000000001,93.465,MO,Missouri,Midwest,39.01695,-94.28161,,747.72,913.8800000000001,55.00000000000001,January,1,2014-01
SO - 0007510,2014-01-04,Rooxo Company,Wholesale,Product 5,9,3035.1,27315.899999999998,1335.444,NJ,New Jersey,Northeast,40.69527,-74.26908,,12018.996,15296.903999999999,55.99999999999999,January,1,2014-01
SO - 0010159,2014-01-04,BTA Corp,Export,Product 25,9,2485.7000000000003,22371.300000000003,1043.9940000000001,AR,Arkansas,South,36.33202,-94.11854,,9395.946000000002,12975.354000000001,57.99999999999999,January,1,2014-01
SO - 0010333,2014-01-04,Avamba Company,Export,Product 4,9,1005.0,9045.0,663.3000000000001,IL,Illinois,Midwest,41.85857,-88.08948,,5969.700000000001,3075.2999999999993,33.99999999999999,January,1,2014-01
SO - 0009096,2014-01-04,Browsetype Corp,Wholesale,Product 25,9,5594.5,50350.5,4083.985,IL,Illinois,Midwest,39.79106,-89.64457,,36755.865,13594.635000000002,27.0,January,1,2014-01
SO - 000725,2014-01-04,Internatio Company,Wholesale,Product 26,9,2512.5,22612.5,1658.25,CT,Connecticut,Northeast,41.76204,-72.74204,,14924.25,7688.25,34.0,January,1,2014-01
SO - 0002445,2014-01-04,Skyble Corp,Distributor,Product 13,11,1005.0,11055.0,814.0500000000001,WI,Wisconsin,Midwest,44.27795,-88.38826,,8954.550000000001,2100.449999999999,18.99999999999999,January,1,2014-01
SO - 0002523,2014-01-04,Centizu Company,Export,Product 1,5,3999.9,19999.5,1639.9589999999998,OK,Oklahoma,South,34.60869,-98.39033,,8199.794999999998,11799.705000000002,59.00000000000001,January,1,2014-01
SO - 0003936,2014-01-04,Voolia Ltd,Wholesale,Product 21,10,2003.3,20033.0,1282.112,NJ,New Jersey,Northeast,40.72816,-74.07764,,12821.12,7211.879999999999,36.0,January,1,2014-01
SO - 0006597,2014-01-04,Topiczoom Corp,Export,Product 24,5,1922.9,9614.5,1538.3200000000002,IL,Illinois,Midwest,42.04639,-87.69435,,7691.6,1922.8999999999996,19.999999999999996,January,1,2014-01
SO - 0008954,2014-01-04,Rhynoodle Ltd,Distributor,Product 19,10,3939.6,39396.0,3348.66,NY,New York,Northeast,43.01164,-78.75715,,33486.6,5909.4000000000015,15.000000000000005,January,1,2014-01
SO - 0008682,2014-01-04,Kaymbo Company,Wholesale,Product 4,8,3819.0,30552.0,2635.1099999999997,CT,Connecticut,Northeast,41.27212,-72.9675,,21080.879999999997,9471.120000000003,31.00000000000001,January,1,2014-01
SO - 0009909,2014-01-04,State Ltd,Wholesale,Product 25,10,1045.2,10452.0,679.3800000000001,GA,Georgia,South,33.76291,-84.42267,,6793.800000000001,3658.199999999999,34.99999999999999,January,1,2014-01
SO - 0010192,2014-01-04,Voolia Ltd,Wholesale,Product 29,11,1031.8,11349.8,567.49,IL,Illinois,Midwest,41.76635,-88.2009,,6242.39,5107.409999999999,44.99999999999999,January,1,2014-01
SO - 0002164,2014-01-04,Realbridge Corp,Wholesale,Product 6,11,3772.1,41493.1,3093.122,VA,Virginia,South,38.84039,-77.42888,,34024.342,7468.758000000002,18.000000000000004,January,1,2014-01
SO - 0004885,2014-01-04,Jaxbean Group,Distributor,Product 2,8,1139.0,9112.0,501.16,CA,California,West,34.05223,-118.24368,,4009.28,5102.719999999999,55.99999999999999,January,1,2014-01
SO - 0005897,2014-01-04,Pixoboo Corp,Wholesale,Product 2,12,857.6,10291.2,548.864,MO,Missouri,Midwest,38.62727,-90.19789,,6586.368,3704.8320000000003,36.0,January,1,2014-01
SO - 0010083,2014-01-04,Shuffledri Group,Distributor,Product 6,10,1192.6000000000001,11926.000000000002,954.0800000000002,FL,Florida,South,28.89895,-81.99374,,9540.800000000001,2385.2000000000007,20.000000000000004,January,1,2014-01
SO - 0010369,2014-01-04,Aibox Company,Wholesale,Product 14,11,6492.3,71415.3,3895.38,CA,California,West,34.12834,-117.20865,,42849.18,28566.120000000003,40.0,January,1,2014-01
SO - 0001080,2014-01-04,Buzzbean Group,Distributor,Product 26,7,3886.0,27202.0,2215.02,CA,California,West,33.74557,-117.86783,,15505.14,11696.86,43.00000000000001,January,1,2014-01
SO - 0001979,2014-01-04,Yombu Corp,Distributor,Product 2,12,1835.8,22029.6,1193.27,CA,California,West,33.96358,-117.56418,,14319.24,7710.359999999999,35.0,January,1,2014-01
SO - 0003540,2014-01-04,Zoonoodle Ltd,Export,Product 4,5,1078.7,5393.5,528.563,IL,Illinois,Midwest,41.74917,-88.16202,,2642.815,2750.685,51.0,January,1,2014-01
SO - 0005049,2014-01-04,Jabbercube Corp,Export,Product 2,10,3343.3,33433.0,2240.0110000000004,VA,Virginia,South,36.85293,-75.97799,,22400.110000000004,11032.889999999996,32.999999999999986,January,1,2014-01
SO - 0006302,2014-01-04,Pfizer Corp,Export,Product 18,10,3953.0,39530.0,3360.0499999999997,MA,Massachusetts,Northeast,42.32385,-71.142,,33600.5,5929.5,15.0,January,1,2014-01
SO - 0006801,2014-01-04,Mycone Ltd,Distributor,Product 26,9,1072.0,9648.0,621.76,IN,Indiana,Midwest,38.31459,-85.73894,,5595.84,4052.16,42.0,January,1,2014-01
SO - 0007533,2014-01-04,ALK-Abello Ltd,Wholesale,Product 4,6,2371.8,14230.800000000001,1209.6180000000002,WA,Washington,West,47.67399,-122.12151,,7257.7080000000005,6973.092000000001,49.0,January,1,2014-01
SO - 0003174,2014-01-04,Yombu Corp,Distributor,Product 15,11,6150.6,67656.6,4920.4800000000005,CA,California,West,33.75918,-118.00673,,54125.280000000006,13531.32,20.0,January,1,2014-01
SO - 0003330,2014-01-04,Walgreen Corp,Export,Product 5,9,1306.5,11758.5,535.665,IA,Iowa,Midwest,42.49276,-92.34296,,4820.985,6937.515,59.00000000000001,January,1,2014-01
SO - 0006166,2014-01-04,Buzzbean Group,Wholesale,Product 2,9,6458.8,58129.200000000004,5489.98,IL,Illinois,Midwest,41.51591,-87.60098,,49409.81999999999,8719.380000000012,15.00000000000002,January,1,2014-01
SO - 0006226,2014-01-04,GOOD Ltd,Wholesale,Product 15,9,1125.6000000000001,10130.400000000001,810.432,FL,Florida,South,26.33981,-81.7787,,7293.888,2836.5120000000015,28.000000000000014,January,1,2014-01
SO - 0007158,2014-01-04,True Ltd,Wholesale,Product 23,8,2479.0,19832.0,1884.04,IN,Indiana,Midwest,41.61329,-87.47085,,15072.32,4759.68,24.000000000000004,January,1,2014-01
SO - 0008762,2014-01-04,Browsebug Company,Wholesale,Product 8,9,3892.7000000000003,35034.3,2257.766,CA,California,West,38.10742,-122.5697,,20319.894,14714.406000000003,42.00000000000001,January,1,2014-01
SO - 000848,2014-01-05,Army Group,Wholesale,Product 15,9,2217.7000000000003,19959.300000000003,1596.7440000000001,IN,Indiana,Midwest,41.05238,-85.16209,,14370.696000000002,5588.604000000001,28.000000000000004,January,1,2014-01
SO - 0002922,2014-01-05,Janyx Group,Wholesale,Product 25,6,247.9,1487.4,123.95,WA,Washington,West,47.32232,-122.31262,,743.7,743.7,50.0,January,1,2014-01
SO - 0004967,2014-01-05,Valeant Corp,Distributor,Product 16,12,3845.8,46149.600000000006,2230.564,MA,Massachusetts,Northeast,42.52787,-70.92866,,26766.767999999996,19382.83200000001,42.000000000000014,January,1,2014-01
SO - 0005582,2014-01-05,MEIJER Corp,Wholesale,Product 3,7,2539.3,17775.100000000002,1625.152,TX,Texas,South,29.69106,-95.2091,,11376.064,6399.036000000002,36.00000000000001,January,1,2014-01
SO - 0005751,2014-01-05,Zava Group,Wholesale,Product 2,5,1943.0,9715.0,1651.55,NC,North Carolina,South,35.92812,-79.03742,,8257.75,1457.25,15.0,January,1,2014-01
SO - 0006419,2014-01-05,Skiptube Ltd,Distributor,Product 14,10,1058.6000000000001,10586.000000000002,666.9180000000001,IL,Illinois,Midwest,41.88503,-87.7845,,6669.180000000001,3916.8200000000006,37.0,January,1,2014-01
SO - 0008408,2014-01-05,Gabvine Ltd,Distributor,Product 26,7,3966.4,27764.8,2379.84,NJ,New Jersey,Northeast,40.18205,-74.19852,,16658.88,11105.919999999998,40.0,January,1,2014-01
SO - 0009501,2014-01-05,Realbuzz Ltd,Wholesale,Product 13,11,783.9,8622.9,399.789,CA,California,West,34.0739,-117.31365,,4397.679,4225.221,49.0,January,1,2014-01
SO - 0001410,2014-01-05,Zoomzone Corp,Distributor,Product 14,7,180.9,1266.3,85.023,NY,New York,Northeast,40.9126,-73.83708,,595.161,671.139,53.0,January,1,2014-01
SO - 0002573,2014-01-05,Aromaticos Company,Distributor,Product 20,7,5306.400000000001,37144.8,4351.2480000000005,NJ,New Jersey,Northeast,40.48622,-74.45182,,30458.736000000004,6686.0639999999985,17.999999999999993,January,1,2014-01
SO - 0004669,2014-01-05,ALK-Abello Ltd,Distributor,Product 21,10,6210.900000000001,62109.00000000001,2857.0140000000006,IN,Indiana,Midwest,40.4167,-86.87529,,28570.140000000007,33538.86,53.99999999999999,January,1,2014-01
SO - 0005733,2014-01-05,Realbuzz Ltd,Wholesale,Product 17,11,2726.9,29995.9,1636.14,CA,California,West,37.66243,-121.87468,,17997.54,11998.36,40.0,January,1,2014-01
SO - 0007362,2014-01-05,Rhynoodle Ltd,Export,Product 19,6,1031.8,6190.799999999999,433.35599999999994,CA,California,West,34.03363,-117.04309,,2600.1359999999995,3590.6639999999998,58.00000000000001,January,1,2014-01
SO - 0008890,2014-01-05,Zoovu Corp,Export,Product 3,5,3631.4,18157.0,1561.502,FL,Florida,South,28.07807,-82.76371,,7807.51,10349.49,56.99999999999999,January,1,2014-01
SO - 0009788,2014-01-05,Rooxo Company,Distributor,Product 13,10,2827.4,28274.0,2261.92,OH,Ohio,Midwest,39.75895,-84.19161,,22619.2,5654.799999999999,20.0,January,1,2014-01
SO - 0009911,2014-01-05,US Ltd,Distributor,Product 17,5,911.2,4556.0,446.488,CA,California,West,33.86751,-117.99812,,2232.44,2323.56,51.0,January,1,2014-01
SO - 000201,2014-01-05,Tambee Company,Wholesale,Product 25,6,1983.2,11899.2,1447.736,IN,Indiana,Midwest,39.77186,-86.26094,,8686.416000000001,3212.7839999999997,26.999999999999996,January,1,2014-01
SO - 0002018,2014-01-05,Aimbo Corp,Wholesale,Product 6,7,2365.1,16555.7,1087.946,NY,New York,Northeast,40.91149,-73.78235,,7615.621999999999,8940.078000000001,54.0,January,1,2014-01
SO - 0003671,2014-01-05,Wise Company,Wholesale,Product 27,5,3343.3,16716.5,1370.753,OK,Oklahoma,South,35.65283,-97.4781,,6853.764999999999,9862.735,59.00000000000001,January,1,2014-01
SO - 0004962,2014-01-05,WOCKHARDT Group,Distributor,Product 13,8,5996.5,47972.0,5097.025,FL,Florida,South,29.58497,-81.20784,,40776.2,7195.800000000003,15.000000000000005,January,1,2014-01
SO - 0007547,2014-01-05,Skinder Group,Wholesale,Product 2,5,221.1,1105.5,101.706,WA,Washington,West,46.23958,-119.10057,,508.53000000000003,596.97,54.0,January,1,2014-01
SO - 0010693,2014-01-05,Viva Ltd,Wholesale,Product 3,9,3289.7000000000003,29607.300000000003,2500.172,OK,Oklahoma,South,35.33951,-97.4867,,22501.548,7105.752000000004,24.00000000000001,January,1,2014-01
SO - 0008591,2014-01-05,Mylan Corp,Distributor,Product 25,9,797.3000000000001,7175.700000000001,422.5690000000001,NE,Nebraska,Midwest,41.13667,-95.89084,,3803.1210000000005,3372.579,47.0,January,1,2014-01
SO - 0008286,2014-01-05,American Corp,Wholesale,Product 25,5,1782.2,8911.0,1354.472,TX,Texas,South,29.56294,-95.536,,6772.36,2138.6400000000003,24.000000000000004,January,1,2014-01
SO - 0001079,2014-01-05,Mita Corp,Wholesale,Product 7,11,1005.0,11055.0,623.1,TX,Texas,South,32.79333,-96.76651,,6854.1,4200.9,37.99999999999999,January,1,2014-01
SO - 0001280,2014-01-05,Trunyx Ltd,Distributor,Product 17,7,931.3000000000001,6519.1,391.146,IL,Illinois,Midwest,42.04114,-87.69006,,2738.022,3781.0780000000004,58.00000000000001,January,1,2014-01
SO - 0002132,2014-01-05,Neutrogena Ltd,Wholesale,Product 6,7,1775.5,12428.5,727.9549999999999,CA,California,West,36.96134,-120.06072,,5095.6849999999995,7332.8150000000005,59.00000000000001,January,1,2014-01
SO - 0003300,2014-01-05,Neutrogena Ltd,Wholesale,Product 4,10,1018.4,10184.0,539.7520000000001,VA,Virginia,South,36.83543,-76.29827,,5397.52,4786.48,47.0,January,1,2014-01
SO - 0003830,2014-01-05,Chatterpoi Corp,Export,Product 17,11,187.6,2063.6,80.66799999999999,OH,Ohio,Midwest,39.34021,-84.41716,,887.348,1176.252,56.99999999999999,January,1,2014-01
SO - 0006704,2014-01-05,Realcube Company,Wholesale,Product 20,9,5085.3,45767.700000000004,3661.416,NJ,New Jersey,Northeast,40.72816,-74.07764,,32952.744,12814.956000000006,28.000000000000007,January,1,2014-01
SO - 0007421,2014-01-05,Avavee Group,Wholesale,Product 5,10,3839.1,38391.0,2303.46,IL,Illinois,Midwest,39.79106,-89.64457,,23034.6,15356.400000000001,40.0,January,1,2014-01
SO - 0007832,2014-01-05,NARS Group,Distributor,Product 26,11,1266.3,13929.3,848.421,AR,Arkansas,South,36.19007,-94.15943,,9332.631000000001,4596.668999999998,32.99999999999999,January,1,2014-01
SO - 0010609,2014-01-05,Dynazzy Company,Export,Product 25,12,951.4,11416.8,780.1479999999999,CA,California,West,33.95333,-117.39611,,9361.775999999998,2055.0240000000013,18.000000000000014,January,1,2014-01
SO - 000490,2014-01-05,Quaxo Ltd,Wholesale,Product 26,7,234.5,1641.5,187.60000000000002,CA,California,West,37.48522,-122.23635,,1313.2000000000003,328.2999999999997,19.999999999999986,January,1,2014-01
SO - 0001318,2014-01-05,Zooveo Company,Wholesale,Product 14,8,1983.2,15865.6,1487.4,IN,Indiana,Midwest,41.68338,-86.25001,,11899.2,3966.3999999999996,24.999999999999996,January,1,2014-01
SO - 0001795,2014-01-05,Accudial Company,Wholesale,Product 13,9,4006.6,36059.4,3205.28,IL,Illinois,Midwest,41.84454,-87.75929,,28847.52,7211.880000000001,20.0,January,1,2014-01
SO - 0002695,2014-01-05,Skinder Group,Wholesale,Product 17,5,234.5,1172.5,173.53,CA,California,West,33.98168,-118.22507,,867.65,304.85,26.0,January,1,2014-01
SO - 0003660,2014-01-05,Tambee Company,Distributor,Product 10,9,5226.0,47034.0,3814.98,CT,Connecticut,Northeast,41.27065,-72.94705,,34334.82,12699.18,27.0,January,1,2014-01
SO - 0005440,2014-01-05,ALK-Abello Ltd,Distributor,Product 5,11,917.9,10096.9,706.783,MO,Missouri,Midwest,37.19415,-93.2913,,7774.613,2322.2869999999994,22.999999999999996,January,1,2014-01
SO - 0005573,2014-01-05,Aibox Company,Wholesale,Product 14,5,2378.5,11892.5,1974.155,TN,Tennessee,South,35.20453,-89.87398,,9870.775,2021.7250000000004,17.000000000000004,January,1,2014-01
SO - 0006929,2014-01-05,American Corp,Wholesale,Product 9,11,2666.6,29332.6,2239.944,IN,Indiana,Midwest,39.8716,-86.01156,,24639.384,4693.216,16.000000000000004,January,1,2014-01
SO - 0008546,2014-01-05,Feednation Corp,Export,Product 16,7,757.1,5299.7,499.68600000000004,CA,California,West,37.35411,-121.95524,,3497.802,1801.8979999999997,34.0,January,1,2014-01
SO - 0008664,2014-01-05,Kazu Corp,Wholesale,Product 19,10,1092.1000000000001,10921.000000000002,556.9710000000001,TX,Texas,South,32.51934,-94.76459,,5569.710000000001,5351.290000000001,49.0,January,1,2014-01
SO - 0008494,2014-01-05,GOOD Ltd,Export,Product 26,11,1065.3,11718.3,490.038,IA,Iowa,Midwest,42.00833,-91.64407,,5390.418,6327.882,54.0,January,1,2014-01
SO - 0010420,2014-01-05,The Ltd,Wholesale,Product 1,8,1038.5,8308.0,830.8000000000001,FL,Florida,South,28.03446,-80.58866,,6646.400000000001,1661.5999999999995,19.999999999999993,January,1,2014-01
SO - 000460,2014-01-05,Gigabox Group,Wholesale,Product 16,5,1728.6000000000001,8643.0,708.726,NY,New York,Northeast,40.83722,-73.88611,,3543.63,5099.37,59.0,January,1,2014-01
SO - 0002439,2014-01-05,Tagfeed Ltd,Distributor,Product 8,8,1775.5,14204.0,1047.5449999999998,CA,California,West,33.75918,-118.00673,,8380.359999999999,5823.640000000001,41.00000000000001,January,1,2014-01
SO - 0003678,2014-01-05,Skippad Ltd,Wholesale,Product 26,5,1232.8,6164.0,505.448,IL,Illinois,Midwest,42.11125,-88.0644,,2527.24,3636.76,59.00000000000001,January,1,2014-01
SO - 0005861,2014-01-05,Bath Group,Export,Product 14,5,1869.3,9346.5,972.0360000000001,CO,Colorado,West,40.42331,-104.70913,,4860.18,4486.32,48.0,January,1,2014-01
